customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
DC91024,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,4,Branch,Two-Door Car,Small
VQ67172,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,2,4,Agent,Four-Door Car,Small
MF23895,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Married,Corporate Auto,3,4,Agent,Four-Door Car,Midsize
AA10041,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Call Center,SUV,Midsize
DV36320,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,3,4,Branch,Luxury,Midsize
UE72026,California,No,Extended,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,2,3,Agent,Luxury,Small
SE78641,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,2,1,Call Center,Two-Door Car,Large
YC69616,Arizona,Yes,Basic,Undergraduate,Other,F,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Large
SM10254,Oregon,Yes,Extended,Undergraduate,Other,F,Suburban,Married,Personal Auto,1,2,Agent,SUV,Small
AG45299,California,No,Basic,Undergraduate,Employed,M,Rural,Divorced,Personal Auto,3,2,Web,SUV,Small
KS45476,Washington,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,1,Agent,Luxury,Large
No69427,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,3,4,Agent,Four-Door Car,Midsize
BA52133,California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Small
WT59944,California,No,Premium,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,1,2,Call Center,Luxury,Midsize
XV30885,California,No,Basic,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,3,1,Agent,SUV,Midsize
LU79865,Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Small
BL29046,Oregon,Yes,Basic,Postgraduate,Employed,F,Urban,Married,Corporate Auto,2,2,Branch,Four-Door Car,Midsize
AM34581,Oregon,No,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,2,Branch,Two-Door Car,Midsize
YN75239,Oregon,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,3,Agent,Luxury,Small
OJ84485,California,No,Basic,High School or Below,Other,M,Suburban,Married,Personal Auto,2,1,Call Center,SUV,Midsize
JA12995,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
OD85990,Oregon,No,Basic,Undergraduate,Other,F,Suburban,Divorced,Corporate Auto,3,1,Branch,SUV,Midsize
NZ57264,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,4,Call Center,SUV,Midsize
OL39995,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,2,4,Agent,Four-Door Car,Midsize
LK51620,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Small
ZB91993,Arizona,Yes,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Midsize
SZ60342,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Small
WE80653,Oregon,No,Basic,Undergraduate,Unemployed,F,Rural,Divorced,Personal Auto,3,1,Agent,SUV,Midsize
EE28119,Arizona,No,Premium,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Midsize
GA49547,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,1,Branch,Four-Door Car,Midsize
BA92673,Oregon,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,2,2,Web,Four-Door Car,Large
PT70350,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,4,Agent,Four-Door Car,Midsize
KL29678,Oregon,No,Basic,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Luxury,Midsize
HL84679,Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
GH94657,California,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
EZ71780,Arizona,No,Extended,High School or Below,Other,F,Suburban,Divorced,Special Auto,1,3,Agent,Four-Door Car,Midsize
BW76745,Oregon,Yes,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Large
TN64240,California,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,3,4,Call Center,Four-Door Car,Small
AE23906,Arizona,Yes,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Midsize
CX20455,Arizona,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,3,1,Branch,SUV,Midsize
KX18446,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,2,2,Agent,Two-Door Car,Midsize
NR66922,Oregon,No,Extended,Postgraduate,Employed,M,Rural,Married,Corporate Auto,3,3,Agent,Four-Door Car,Midsize
PQ27923,Washington,No,Extended,Postgraduate,Employed,M,Urban,Divorced,Personal Auto,2,3,Agent,Two-Door Car,Midsize
No81415,Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Four-Door Car,Small
OI48534,California,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,1,3,Web,Four-Door Car,Midsize
FH83537,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,3,Agent,Luxury,Midsize
VH94792,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,3,2,Web,Four-Door Car,Midsize
VD37089,Washington,No,Extended,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,1,2,Branch,Four-Door Car,Midsize
UW68708,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Web,Four-Door Car,Midsize
PV39600,California,No,Premium,Undergraduate,Employed,M,Suburban,Divorced,Personal Auto,3,4,Agent,Two-Door Car,Small
ZD42919,California,No,Basic,Postgraduate,Employed,M,Urban,Married,Personal Auto,1,2,Call Center,SUV,Midsize
ZX68434,California,No,Extended,Postgraduate,Unemployed,F,Suburban,Divorced,Personal Auto,2,3,Web,SUV,Midsize
CH81088,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Midsize
SV68939,Arizona,No,Extended,Postgraduate,Employed,F,Rural,Married,Personal Auto,3,2,Agent,SUV,Midsize
WI81695,Oregon,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
OU50429,California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Small
TE44937,Oregon,Yes,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,2,2,Agent,SUV,Small
GC29421,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,3,3,Call Center,Four-Door Car,Midsize
RF71693,Arizona,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Midsize
JZ22920,Arizona,No,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Midsize
ZL68596,Arizona,No,Basic,Postgraduate,Employed,M,Rural,Married,Special Auto,1,2,Branch,Four-Door Car,Midsize
GV91160,Oregon,Yes,Extended,High School or Below,Other,F,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Large
PC80039,Oregon,Yes,Basic,Undergraduate,Other,F,Suburban,Divorced,Personal Auto,2,1,Web,Four-Door Car,Midsize
RH72839,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Small
SV15363,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Two-Door Car,Large
CN17219,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Small
ZM84839,California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,1,Web,Two-Door Car,Midsize
ZO31878,Oregon,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Small
BU70181,Arizona,Yes,Basic,Postgraduate,Employed,M,Rural,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Small
RN20799,Arizona,No,Basic,High School or Below,Other,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Small
VF58561,Oregon,No,Basic,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
HU26687,California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Midsize
VT84289,California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Midsize
ZG17326,Oregon,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Large
ZR84007,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,2,Branch,Four-Door Car,Midsize
WM17695,Washington,No,Extended,Postgraduate,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Large
YR76491,Oregon,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,2,2,Branch,SUV,Midsize
NY93341,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,2,3,Branch,SUV,Midsize
BC87161,Oregon,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Midsize
PW23851,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,SUV,Small
UM73815,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,SUV,Midsize
HW19506,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,SUV,Midsize
JF90784,California,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,2,1,Branch,SUV,Small
OW15518,Washington,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Personal Auto,2,2,Web,Two-Door Car,Midsize
BR28896,Nevada,No,Extended,High School or Below,Employed,M,Urban,Single,Personal Auto,3,2,Web,Two-Door Car,Large
PD32943,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
GM83516,Arizona,No,Basic,Undergraduate,Employed,M,Suburban,Divorced,Corporate Auto,2,2,Agent,Four-Door Car,Midsize
BK15048,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Small
RA27021,Nevada,No,Extended,Undergraduate,Other,F,Rural,Married,Corporate Auto,1,2,Agent,Four-Door Car,Large
JW15941,California,No,Extended,Postgraduate,Employed,M,Rural,Married,Personal Auto,3,2,Web,Two-Door Car,Midsize
GP20408,Oregon,Yes,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
AM57175,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Small
RI40862,Nevada,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
EY86980,Oregon,No,Extended,Undergraduate,Employed,M,Rural,Single,Corporate Auto,2,4,Agent,Two-Door Car,Midsize
FG24850,Oregon,Yes,Basic,Postgraduate,Other,F,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Small
JB39997,California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,4,Call Center,Four-Door Car,Midsize
CG43444,California,No,Extended,Undergraduate,Employed,F,Rural,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Small
ZG69918,Oregon,No,Basic,Undergraduate,Other,M,Urban,Married,Special Auto,2,1,Call Center,Four-Door Car,Midsize
GM70734,California,No,Extended,Undergraduate,Other,F,Urban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Midsize
PM14429,California,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Midsize
FD55376,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Four-Door Car,Midsize
PS25185,Washington,No,Premium,Undergraduate,Other,F,Suburban,Single,Corporate Auto,3,1,Web,Two-Door Car,Midsize
YE70791,California,Yes,Basic,High School or Below,Other,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Midsize
UN52560,Arizona,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Small
SS95187,Arizona,No,Extended,Undergraduate,Employed,M,Urban,Divorced,Personal Auto,3,4,Branch,Four-Door Car,Midsize
OU62959,California,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,2,3,Web,Luxury,Midsize
ZV36800,Oregon,No,Basic,Undergraduate,Other,M,Suburban,Married,Corporate Auto,3,3,Branch,Luxury,Midsize
XF83901,Arizona,No,Premium,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Large
RE12758,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,3,4,Agent,Four-Door Car,Midsize
CH97666,California,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,1,3,Web,Luxury,Midsize
NU25698,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,SUV,Midsize
ZV80216,Oregon,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,1,2,Web,SUV,Midsize
PB47955,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,2,Branch,SUV,Midsize
BD36887,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,1,Agent,Luxury,Midsize
JG65202,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Midsize
YV76240,Oregon,No,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,2,1,Call Center,SUV,Large
LN28900,California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,1,Web,Four-Door Car,Small
IN77241,Washington,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,1,2,Branch,Two-Door Car,Midsize
DI42246,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Midsize
SE86346,Nevada,No,Basic,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,3,2,Web,Four-Door Car,Small
FK46365,Washington,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,SUV,Small
XW93623,Nevada,No,Basic,Undergraduate,Employed,M,Urban,Married,Personal Auto,3,3,Agent,Luxury,Midsize
FJ62579,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Call Center,Luxury,Small
ZZ22193,California,No,Basic,Postgraduate,Employed,F,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Midsize
ZY77695,Arizona,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,Two-Door Car,Midsize
ZJ65064,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,3,Call Center,Four-Door Car,Midsize
FA59186,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,2,1,Web,Two-Door Car,Midsize
XS74336,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,4,Web,Four-Door Car,Small
RT80802,Nevada,No,Basic,Undergraduate,Other,M,Rural,Married,Personal Auto,3,1,Branch,Luxury,Small
KN65809,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
QF17381,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Small
JF16897,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Midsize
PB90912,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,2,Web,Luxury,Large
CH50339,Arizona,No,Basic,Postgraduate,Unemployed,F,Suburban,Married,Corporate Auto,2,4,Call Center,Four-Door Car,Small
GU41198,California,No,Extended,Undergraduate,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Call Center,Four-Door Car,Midsize
CT96082,Oregon,No,Basic,Undergraduate,Other,F,Rural,Married,Corporate Auto,3,1,Call Center,Two-Door Car,Midsize
KP26590,Nevada,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Large
ZQ51896,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Special Auto,1,4,Web,SUV,Large
BI34286,Oregon,No,Extended,Postgraduate,Employed,M,Suburban,Married,Corporate Auto,2,1,Branch,Four-Door Car,Midsize
XJ97760,California,No,Basic,Postgraduate,Employed,M,Urban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Midsize
CO71128,California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,2,Agent,Luxury,Midsize
SJ88799,Washington,No,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,3,Agent,Four-Door Car,Midsize
RC74014,Oregon,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Special Auto,3,3,Web,Two-Door Car,Small
CP66511,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
JG13893,Nevada,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,4,Call Center,Two-Door Car,Large
ER49844,Arizona,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,4,Call Center,Four-Door Car,Midsize
AU91447,Oregon,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Special Auto,2,1,Agent,SUV,Large
SK58227,California,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,2,1,Agent,SUV,Small
HG23705,Arizona,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,3,2,Agent,Four-Door Car,Midsize
MV93555,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,3,2,Web,SUV,Midsize
VQ20924,Arizona,No,Extended,High School or Below,Other,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Large
AR59416,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,4,Web,SUV,Midsize
DF65548,California,No,Premium,Postgraduate,Employed,F,Suburban,Married,Personal Auto,2,1,Agent,Two-Door Car,Small
PA28328,California,Yes,Extended,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,2,Branch,Four-Door Car,Midsize
WY31530,Oregon,No,Basic,Postgraduate,Unemployed,M,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Midsize
LV89056,California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,2,1,Call Center,Four-Door Car,Midsize
KC49055,Oregon,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,4,Agent,Two-Door Car,Midsize
RA62150,Arizona,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,2,Branch,SUV,Midsize
OY70124,Washington,Yes,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,1,Branch,SUV,Midsize
OT94107,Oregon,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,2,Branch,Four-Door Car,Small
CF27806,California,Yes,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,SUV,Midsize
EK50729,Oregon,No,Basic,Undergraduate,Unemployed,M,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Midsize
TF53472,Oregon,No,Basic,Undergraduate,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Midsize
PG50529,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Small
QT46509,Oregon,No,Extended,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,3,Branch,Four-Door Car,Small
LI72489,Nevada,No,Premium,Undergraduate,Employed,M,Rural,Married,Corporate Auto,3,4,Web,SUV,Midsize
MF74413,Oregon,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Midsize
SI58884,California,No,Basic,Undergraduate,Other,M,Suburban,Married,Personal Auto,3,2,Web,SUV,Large
KG53604,Oregon,Yes,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,1,1,Branch,Four-Door Car,Midsize
XB97091,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,1,1,Web,Luxury,Midsize
JS12902,Oregon,No,Basic,High School or Below,Other,F,Rural,Married,Corporate Auto,3,3,Branch,Luxury,Midsize
LL14393,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Midsize
UJ71101,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,3,Web,Luxury,Midsize
ZY95807,California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,2,1,Web,Luxury,Small
GA72966,Oregon,Yes,Extended,Undergraduate,Employed,F,Suburban,Divorced,Personal Auto,3,1,Agent,Luxury,Midsize
WS36101,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Midsize
